	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa
OG0027768								UMAG_06485-t26_1-p1	
OG0027769								UMAG_06487-t26_1-p1	
OG0027770								UMAG_10248-t26_1-p1	
OG0027771								UMAG_10255-t26_1-p1	
OG0027772								UMAG_10258-t26_1-p1	
OG0027773								UMAG_10264-t26_1-p1	
OG0027774								UMAG_10268-t26_1-p1	
OG0027775								UMAG_10269-t26_1-p1	
OG0027776								UMAG_10272-t26_1-p1	
OG0027777								UMAG_10274-t26_1-p1	
OG0027778								UMAG_10451-t26_1-p1	
OG0027779								UMAG_10808-t26_1-p1	
OG0027780								UMAG_10809-t26_1-p1	
OG0027781								UMAG_10867-t26_1-p1	
OG0027782								UMAG_10869-t26_1-p1	
OG0027783								UMAG_10871-t26_1-p1	
OG0027784								UMAG_11138-t26_1-p1	
OG0027785								UMAG_11139-t26_1-p1	
OG0027786								UMAG_11362-t26_1-p1	
OG0027787								UMAG_11375-t26_1-p1	
OG0027788								UMAG_11376-t26_1-p1	
OG0027789								UMAG_11377-t26_1-p1	
OG0027790								UMAG_11383-t26_1-p1	
OG0027791								UMAG_11385-t26_1-p1	
OG0027792								UMAG_11387-t26_1-p1	
OG0027793								UMAG_11654-t26_1-p1	
OG0027794								UMAG_11656-t26_1-p1	
OG0027795								UMAG_11663-t26_1-p1	
OG0027796								UMAG_11675-t26_1-p1	
OG0027797								UMAG_11687-t26_1-p1	
OG0027798								UMAG_11688-t26_1-p1	
OG0027799								UMAG_11699-t26_1-p1	
OG0027800								UMAG_11815-t26_1-p1	
OG0027801								UMAG_11883-t26_1-p1	
OG0027802								UMAG_11886-t26_1-p1	
OG0027803								UMAG_11891-t26_1-p1	
OG0027804								UMAG_11893-t26_1-p1	
OG0027805								UMAG_11895-t26_1-p1	
OG0027806								UMAG_11900-t26_1-p1	
OG0027807								UMAG_12140-t26_1-p1	
OG0027808								UMAG_12141-t26_1-p1	
OG0027809								UMAG_12144-t26_1-p1	
OG0027810								UMAG_12165-t26_1-p1	
OG0027811								UMAG_12168-t26_1-p1	
OG0027812								UMAG_12173-t26_1-p1	
OG0027813								UMAG_05080-t26_1-p1	
OG0027814								UMAG_05088-t26_1-p1	
OG0027815								UMAG_05094-t26_1-p1	
OG0027816								UMAG_05095-t26_1-p1	
OG0027817								UMAG_05097-t26_1-p1	
OG0027818								UMAG_05104-t26_1-p1	
OG0027819								UMAG_05118-t26_1-p1	
OG0027820								UMAG_05124-t26_1-p1	
OG0027821								UMAG_05132-t26_1-p1	
OG0027822								UMAG_05145-t26_1-p1	
OG0027823								UMAG_05146-t26_1-p1	
OG0027824								UMAG_05155-t26_1-p1	
OG0027825								UMAG_05174-t26_1-p1	
OG0027826								UMAG_05191-t26_1-p1	
OG0027827								UMAG_05202-t26_1-p1	
OG0027828								UMAG_05222-t26_1-p1	
OG0027829								UMAG_05227-t26_1-p1	
OG0027830								UMAG_05237-t26_1-p1	
OG0027831								UMAG_05243-t26_1-p1	
OG0027832								UMAG_06267-t26_1-p1	
OG0027833								UMAG_06276-t26_1-p1	
OG0027834								UMAG_06279-t26_1-p1	
OG0027835								UMAG_06293-t26_1-p1	
OG0027836								UMAG_06302-t26_1-p1	
OG0027837								UMAG_06305-t26_1-p1	
OG0027838								UMAG_06312-t26_1-p1	
OG0027839								UMAG_06315-t26_1-p1	
OG0027840								UMAG_06334-t26_1-p1	
OG0027841								UMAG_06335-t26_1-p1	
OG0027842								UMAG_06351-t26_1-p1	
OG0027843								UMAG_10171-t26_1-p1	
OG0027844								UMAG_10186-t26_1-p1	
OG0027845								UMAG_10187-t26_1-p1	
OG0027846								UMAG_10193-t26_1-p1	
OG0027847								UMAG_10772-t26_1-p1	
OG0027848								UMAG_11774-t26_1-p1	
OG0027849								UMAG_11775-t26_1-p1	
OG0027850								UMAG_11778-t26_1-p1	
OG0027851								UMAG_11789-t26_1-p1	
OG0027852								UMAG_12158-t26_1-p1	
OG0027853								UMAG_12333-t26_1-p1	
OG0027854								UMAG_12334-t26_1-p1	
OG0027855								UMAG_15067-t26_1-p1	
OG0027856								UMAG_15076-t26_1-p1	
OG0027857								UMAG_02041-t26_1-p1	
OG0027858								UMAG_02049-t26_1-p1	
OG0027859								UMAG_02059-t26_1-p1	
OG0027860								UMAG_02068-t26_1-p1	
OG0027861								UMAG_02072-t26_1-p1	
OG0027862								UMAG_02080-t26_1-p1	
OG0027863								UMAG_02093-t26_1-p1	
OG0027864								UMAG_02094-t26_1-p1	
OG0027865								UMAG_02095-t26_1-p1	
OG0027866								UMAG_02096-t26_1-p1	
OG0027867								UMAG_02101-t26_1-p1	
OG0027868								UMAG_02112-t26_1-p1	
OG0027869								UMAG_02113-t26_1-p1	
OG0027870								UMAG_02116-t26_1-p1	
OG0027871								UMAG_02117-t26_1-p1	
OG0027872								UMAG_02118-t26_1-p1	
OG0027873								UMAG_02119-t26_1-p1	
OG0027874								UMAG_02131-t26_1-p1	
OG0027875								UMAG_02135-t26_1-p1	
OG0027876								UMAG_02136-t26_1-p1	
OG0027877								UMAG_02137-t26_1-p1	
OG0027878								UMAG_02138-t26_1-p1	
OG0027879								UMAG_02139-t26_1-p1	
OG0027880								UMAG_02140-t26_1-p1	
OG0027881								UMAG_02141-t26_1-p1	
OG0027882								UMAG_02147-t26_1-p1	
OG0027883								UMAG_02156-t26_1-p1	
OG0027884								UMAG_02162-t26_1-p1	
OG0027885								UMAG_02163-t26_1-p1	
OG0027886								UMAG_02166-t26_1-p1	
OG0027887								UMAG_02174-t26_1-p1	
OG0027888								UMAG_02175-t26_1-p1	
OG0027889								UMAG_02179-t26_1-p1	
OG0027890								UMAG_02190-t26_1-p1	
OG0027891								UMAG_02192-t26_1-p1	
OG0027892								UMAG_02193-t26_1-p1	
OG0027893								UMAG_02194-t26_1-p1	
OG0027894								UMAG_02196-t26_1-p1	
OG0027895								UMAG_02198-t26_1-p1	
OG0027896								UMAG_02202-t26_1-p1	
OG0027897								UMAG_02204-t26_1-p1	
OG0027898								UMAG_02214-t26_1-p1	
OG0027899								UMAG_02219-t26_1-p1	
OG0027900								UMAG_02222-t26_1-p1	
OG0027901								UMAG_02226-t26_1-p1	
OG0027902								UMAG_02229-t26_1-p1	
OG0027903								UMAG_02230-t26_1-p1	
OG0027904								UMAG_02231-t26_1-p1	
OG0027905								UMAG_02232-t26_1-p1	
OG0027906								UMAG_02236-t26_1-p1	
OG0027907								UMAG_02238-t26_1-p1	
OG0027908								UMAG_02239-t26_1-p1	
OG0027909								UMAG_02243-t26_1-p1	
OG0027910								UMAG_02251-t26_1-p1	
OG0027911								UMAG_02254-t26_1-p1	
OG0027912								UMAG_02264-t26_1-p1	
OG0027913								UMAG_02267-t26_1-p1	
OG0027914								UMAG_02272-t26_1-p1	
OG0027915								UMAG_02273-t26_1-p1	
OG0027916								UMAG_02280-t26_1-p1	
OG0027917								UMAG_02283-t26_1-p1	
OG0027918								UMAG_02293-t26_1-p1	
OG0027919								UMAG_02294-t26_1-p1	
OG0027920								UMAG_02295-t26_1-p1	
OG0027921								UMAG_02296-t26_1-p1	
OG0027922								UMAG_02297-t26_1-p1	
OG0027923								UMAG_02298-t26_1-p1	
OG0027924								UMAG_02299-t26_1-p1	
OG0027925								UMAG_02304-t26_1-p1	
OG0027926								UMAG_02308-t26_1-p1	
OG0027927								UMAG_02310-t26_1-p1	
OG0027928								UMAG_02313-t26_1-p1	
OG0027929								UMAG_02314-t26_1-p1	
OG0027930								UMAG_02332-t26_1-p1	
OG0027931								UMAG_02333-t26_1-p1	
OG0027932								UMAG_02345-t26_1-p1	
OG0027933								UMAG_02354-t26_1-p1	
OG0027934								UMAG_02363-t26_1-p1	
OG0027935								UMAG_02370-t26_1-p1	
OG0027936								UMAG_02381-t26_1-p1	
OG0027937								UMAG_02382-t26_1-p1	
OG0027938								UMAG_02384-t26_1-p1	
OG0027939								UMAG_02410-t26_1-p1	
OG0027940								UMAG_02416-t26_1-p1	
OG0027941								UMAG_02428-t26_1-p1	
OG0027942								UMAG_02429-t26_1-p1	
OG0027943								UMAG_02431-t26_1-p1	
OG0027944								UMAG_02452-t26_1-p1	
OG0027945								UMAG_02459-t26_1-p1	
OG0027946								UMAG_02466-t26_1-p1	
OG0027947								UMAG_02471-t26_1-p1	
OG0027948								UMAG_02473-t26_1-p1	
OG0027949								UMAG_02474-t26_1-p1	
OG0027950								UMAG_02475-t26_1-p1	
OG0027951								UMAG_02492-t26_1-p1	
OG0027952								UMAG_10066-t26_1-p1	
OG0027953								UMAG_10067-t26_1-p1	
OG0027954								UMAG_10076-t26_1-p1	
OG0027955								UMAG_10078-t26_1-p1	
OG0027956								UMAG_10140-t26_1-p1	
OG0027957								UMAG_10148-t26_1-p1	
OG0027958								UMAG_10151-t26_1-p1	
OG0027959								UMAG_10169-t26_1-p1	
OG0027960								UMAG_11306-t26_1-p1	
OG0027961								UMAG_11394-t26_1-p1	
OG0027962								UMAG_11397-t26_1-p1	
OG0027963								UMAG_11465-t26_1-p1	
OG0027964								UMAG_11706-t26_1-p1	
OG0027965								UMAG_11709-t26_1-p1	
OG0027966								UMAG_11910-t26_1-p1	
OG0027967								UMAG_11915-t26_1-p1	
OG0027968								UMAG_12098-t26_1-p1	
OG0027969								UMAG_12100-t26_1-p1	
OG0027970								UMAG_12156-t26_1-p1	
OG0027971								UMAG_12179-t26_1-p1	
OG0027972								UMAG_12182-t26_1-p1	
OG0027973								UMAG_12187-t26_1-p1	
OG0027974								UMAG_12188-t26_1-p1	
OG0027975								UMAG_12190-t26_1-p1	
OG0027976								UMAG_12191-t26_1-p1	
OG0027977								UMAG_02521-t26_1-p1	
OG0027978								UMAG_02533-t26_1-p1	
OG0027979								UMAG_02535-t26_1-p1	
OG0027980								UMAG_02537-t26_1-p1	
OG0027981								UMAG_02538-t26_1-p1	
OG0027982								UMAG_02540-t26_1-p1	
OG0027983								UMAG_02541-t26_1-p1	
OG0027984								UMAG_02548-t26_1-p1	
OG0027985								UMAG_02550-t26_1-p1	
OG0027986								UMAG_02551-t26_1-p1	
OG0027987								UMAG_02556-t26_1-p1	
OG0027988								UMAG_02573-t26_1-p1	
OG0027989								UMAG_02589-t26_1-p1	
OG0027990								UMAG_02590-t26_1-p1	
OG0027991								UMAG_02596-t26_1-p1	
OG0027992								UMAG_02599-t26_1-p1	
OG0027993								UMAG_02601-t26_1-p1	
OG0027994								UMAG_02604-t26_1-p1	
OG0027995								UMAG_02615-t26_1-p1	
OG0027996								UMAG_02625-t26_1-p1	
OG0027997								UMAG_02627-t26_1-p1	
OG0027998								UMAG_02652-t26_1-p1	
OG0027999								UMAG_02666-t26_1-p1	
OG0028000								UMAG_02688-t26_1-p1	
OG0028001								UMAG_02701-t26_1-p1	
OG0028002								UMAG_02722-t26_1-p1	
OG0028003								UMAG_02745-t26_1-p1	
OG0028004								UMAG_02746-t26_1-p1	
OG0028005								UMAG_02747-t26_1-p1	
OG0028006								UMAG_02751-t26_1-p1	
OG0028007								UMAG_02752-t26_1-p1	
OG0028008								UMAG_02754-t26_1-p1	
OG0028009								UMAG_02756-t26_1-p1	
OG0028010								UMAG_02759-t26_1-p1	
OG0028011								UMAG_02762-t26_1-p1	
OG0028012								UMAG_02769-t26_1-p1	
OG0028013								UMAG_02770-t26_1-p1	
OG0028014								UMAG_02779-t26_1-p1	
OG0028015								UMAG_02788-t26_1-p1	
OG0028016								UMAG_02789-t26_1-p1	
OG0028017								UMAG_02806-t26_1-p1	
OG0028018								UMAG_02812-t26_1-p1	
OG0028019								UMAG_02814-t26_1-p1	
OG0028020								UMAG_06497-t26_1-p1	
OG0028021								UMAG_06500-t26_1-p1	
OG0028022								UMAG_10278-t26_1-p1	
OG0028023								UMAG_10289-t26_1-p1	
OG0028024								UMAG_10298-t26_1-p1	
OG0028025								UMAG_10315-t26_1-p1	
OG0028026								UMAG_10950-t26_1-p1	
OG0028027								UMAG_10951-t26_1-p1	
OG0028028								UMAG_11413-t26_1-p1	
OG0028029								UMAG_11415-t26_1-p1	
OG0028030								UMAG_11416-t26_1-p1	
OG0028031								UMAG_11417-t26_1-p1	
OG0028032								UMAG_11714-t26_1-p1	
OG0028033								UMAG_11718-t26_1-p1	
OG0028034								UMAG_11729-t26_1-p1	
OG0028035								UMAG_11921-t26_1-p1	
OG0028036								UMAG_11931-t26_1-p1	
OG0028037								UMAG_15097-t26_1-p1	
OG0028038								UMAG_02816-t26_1-p1	
OG0028039								UMAG_02817-t26_1-p1	
OG0028040								UMAG_02818-t26_1-p1	
OG0028041								UMAG_02821-t26_1-p1	
OG0028042								UMAG_02825-t26_1-p1	
OG0028043								UMAG_02836-t26_1-p1	
OG0028044								UMAG_02851-t26_1-p1	
OG0028045								UMAG_02852-t26_1-p1	
OG0028046								UMAG_02853-t26_1-p1	
OG0028047								UMAG_02854-t26_1-p1	
OG0028048								UMAG_02877-t26_1-p1	
OG0028049								UMAG_02879-t26_1-p1	
OG0028050								UMAG_02896-t26_1-p1	
OG0028051								UMAG_02917-t26_1-p1	
OG0028052								UMAG_02925-t26_1-p1	
OG0028053								UMAG_02927-t26_1-p1	
OG0028054								UMAG_02933-t26_1-p1	
OG0028055								UMAG_02972-t26_1-p1	
OG0028056								UMAG_03001-t26_1-p1	
OG0028057								UMAG_03002-t26_1-p1	
OG0028058								UMAG_03017-t26_1-p1	
OG0028059								UMAG_03032-t26_1-p1	
OG0028060								UMAG_03039-t26_1-p1	
OG0028061								UMAG_03042-t26_1-p1	
OG0028062								UMAG_03046-t26_1-p1	
OG0028063								UMAG_03047-t26_1-p1	
OG0028064								UMAG_03050-t26_1-p1	
OG0028065								UMAG_03065-t26_1-p1	
OG0028066								UMAG_03066-t26_1-p1	
OG0028067								UMAG_03078-t26_1-p1	
OG0028068								UMAG_03088-t26_1-p1	
OG0028069								UMAG_03091-t26_1-p1	
OG0028070								UMAG_03092-t26_1-p1	
OG0028071								UMAG_03095-t26_1-p1	
OG0028072								UMAG_03099-t26_1-p1	
OG0028073								UMAG_03105-t26_1-p1	
OG0028074								UMAG_03116-t26_1-p1	
OG0028075								UMAG_06505-t26_1-p1	
OG0028076								UMAG_10319-t26_1-p1	
OG0028077								UMAG_10324-t26_1-p1	
OG0028078								UMAG_10325-t26_1-p1	
OG0028079								UMAG_10326-t26_1-p1	
OG0028080								UMAG_10327-t26_1-p1	
OG0028081								UMAG_10328-t26_1-p1	
OG0028082								UMAG_10342-t26_1-p1	
OG0028083								UMAG_10630-t26_1-p1	
OG0028084								UMAG_10631-t26_1-p1	
OG0028085								UMAG_10633-t26_1-p1	
OG0028086								UMAG_10635-t26_1-p1	
OG0028087								UMAG_10636-t26_1-p1	
OG0028088								UMAG_11478-t26_1-p1	
OG0028089								UMAG_11484-t26_1-p1	
OG0028090								UMAG_11489-t26_1-p1	
OG0028091								UMAG_11491-t26_1-p1	
OG0028092								UMAG_11934-t26_1-p1	
OG0028093								UMAG_11935-t26_1-p1	
OG0028094								UMAG_11940-t26_1-p1	
OG0028095								UMAG_12058-t26_1-p1	
OG0028096								UMAG_12197-t26_1-p1	
OG0028097								UMAG_12202-t26_1-p1	
OG0028098								UMAG_12205-t26_1-p1	
OG0028099								UMAG_12207-t26_1-p1	
OG0028100								UMAG_03135-t26_1-p1	
OG0028101								UMAG_03138-t26_1-p1	
OG0028102								UMAG_03143-t26_1-p1	
OG0028103								UMAG_03154-t26_1-p1	
OG0028104								UMAG_03166-t26_1-p1	
OG0028105								UMAG_03175-t26_1-p1	
OG0028106								UMAG_03192-t26_1-p1	
OG0028107								UMAG_03194-t26_1-p1	
OG0028108								UMAG_03196-t26_1-p1	
OG0028109								UMAG_03201-t26_1-p1	
OG0028110								UMAG_03202-t26_1-p1	
OG0028111								UMAG_03211-t26_1-p1	
OG0028112								UMAG_03223-t26_1-p1	
OG0028113								UMAG_03231-t26_1-p1	
OG0028114								UMAG_03232-t26_1-p1	
OG0028115								UMAG_03242-t26_1-p1	
OG0028116								UMAG_03251-t26_1-p1	
OG0028117								UMAG_03265-t26_1-p1	
OG0028118								UMAG_03276-t26_1-p1	
OG0028119								UMAG_03283-t26_1-p1	
OG0028120								UMAG_03289-t26_1-p1	
OG0028121								UMAG_03294-t26_1-p1	
OG0028122								UMAG_03297-t26_1-p1	
OG0028123								UMAG_03312-t26_1-p1	
OG0028124								UMAG_03313-t26_1-p1	
OG0028125								UMAG_03314-t26_1-p1	
OG0028126								UMAG_03315-t26_1-p1	
OG0028127								UMAG_03327-t26_1-p1	
OG0028128								UMAG_03343-t26_1-p1	
OG0028129								UMAG_03349-t26_1-p1	
OG0028130								UMAG_03365-t26_1-p1	
OG0028131								UMAG_03368-t26_1-p1	
OG0028132								UMAG_03375-t26_1-p1	
OG0028133								UMAG_03377-t26_1-p1	
OG0028134								UMAG_03384-t26_1-p1	
OG0028135								UMAG_03388-t26_1-p1	
OG0028136								UMAG_03389-t26_1-p1	
OG0028137								UMAG_10403-t26_1-p1	
OG0028138								UMAG_11951-t26_1-p1	
OG0028139								UMAG_11956-t26_1-p1	
OG0028140								UMAG_12211-t26_1-p1	
OG0028141								UMAG_12214-t26_1-p1	
OG0028142								UMAG_12215-t26_1-p1	
OG0028143								UMAG_12216-t26_1-p1	
OG0028144								UMAG_12217-t26_1-p1	
OG0028145								UMAG_12219-t26_1-p1	
OG0028146								UMAG_12223-t26_1-p1	
OG0028147								UMAG_12225-t26_1-p1	
OG0028148								UMAG_12226-t26_1-p1	
OG0028149								UMAG_12228-t26_1-p1	
OG0028150								UMAG_03392-t26_1-p1	
OG0028151								UMAG_03393-t26_1-p1	
OG0028152								UMAG_03395-t26_1-p1	
OG0028153								UMAG_03397-t26_1-p1	
OG0028154								UMAG_03404-t26_1-p1	
OG0028155								UMAG_03409-t26_1-p1	
OG0028156								UMAG_03418-t26_1-p1	
OG0028157								UMAG_03419-t26_1-p1	
OG0028158								UMAG_03440-t26_1-p1	
OG0028159								UMAG_03445-t26_1-p1	
OG0028160								UMAG_03456-t26_1-p1	
OG0028161								UMAG_03458-t26_1-p1	
OG0028162								UMAG_03462-t26_1-p1	
OG0028163								UMAG_03466-t26_1-p1	
OG0028164								UMAG_03468-t26_1-p1	
OG0028165								UMAG_03471-t26_1-p1	
OG0028166								UMAG_03472-t26_1-p1	
OG0028167								UMAG_03476-t26_1-p1	
OG0028168								UMAG_03480-t26_1-p1	
OG0028169								UMAG_03483-t26_1-p1	
OG0028170								UMAG_03487-t26_1-p1	
OG0028171								UMAG_03497-t26_1-p1	
OG0028172								UMAG_03504-t26_1-p1	
OG0028173								UMAG_03514-t26_1-p1	
OG0028174								UMAG_03521-t26_1-p1	
OG0028175								UMAG_03532-t26_1-p1	
OG0028176								UMAG_03534-t26_1-p1	
OG0028177								UMAG_03535-t26_1-p1	
OG0028178								UMAG_03544-t26_1-p1	
OG0028179								UMAG_03546-t26_1-p1	
OG0028180								UMAG_03547-t26_1-p1	
OG0028181								UMAG_03552-t26_1-p1	
OG0028182								UMAG_03556-t26_1-p1	
OG0028183								UMAG_03562-t26_1-p1	
OG0028184								UMAG_03564-t26_1-p1	
OG0028185								UMAG_03573-t26_1-p1	
OG0028186								UMAG_03574-t26_1-p1	
OG0028187								UMAG_03575-t26_1-p1	
OG0028188								UMAG_03585-t26_1-p1	
OG0028189								UMAG_03586-t26_1-p1	
OG0028190								UMAG_03590-t26_1-p1	
OG0028191								UMAG_03603-t26_1-p1	
OG0028192								UMAG_03604-t26_1-p1	
OG0028193								UMAG_03612-t26_1-p1	
OG0028194								UMAG_03614-t26_1-p1	
OG0028195								UMAG_03623-t26_1-p1	
OG0028196								UMAG_03626-t26_1-p1	
OG0028197								UMAG_03629-t26_1-p1	
OG0028198								UMAG_03635-t26_1-p1	
OG0028199								UMAG_10446-t26_1-p1	
OG0028200								UMAG_10574-t26_1-p1	
OG0028201								UMAG_10575-t26_1-p1	
OG0028202								UMAG_11064-t26_1-p1	
OG0028203								UMAG_11066-t26_1-p1	
OG0028204								UMAG_11072-t26_1-p1	
OG0028205								UMAG_11079-t26_1-p1	
OG0028206								UMAG_11080-t26_1-p1	
OG0028207								UMAG_11081-t26_1-p1	
OG0028208								UMAG_11082-t26_1-p1	
OG0028209								UMAG_11093-t26_1-p1	
OG0028210								UMAG_11094-t26_1-p1	
OG0028211								UMAG_11100-t26_1-p1	
OG0028212								UMAG_11505-t26_1-p1	
OG0028213								UMAG_11506-t26_1-p1	
OG0028214								UMAG_11732-t26_1-p1	
OG0028215								UMAG_12230-t26_1-p1	
OG0028216								UMAG_12235-t26_1-p1	
OG0028217								UMAG_12237-t26_1-p1	
OG0028218								UMAG_12238-t26_1-p1	
OG0028219								UMAG_15087-t26_1-p1	
OG0028220								UMAG_03636-t26_1-p1	
OG0028221								UMAG_03638-t26_1-p1	
OG0028222								UMAG_03642-t26_1-p1	
OG0028223								UMAG_03644-t26_1-p1	
OG0028224								UMAG_03649-t26_1-p1	
OG0028225								UMAG_03650-t26_1-p1	
OG0028226								UMAG_03653-t26_1-p1	
OG0028227								UMAG_03656-t26_1-p1	
OG0028228								UMAG_03677-t26_1-p1	
OG0028229								UMAG_03694-t26_1-p1	
OG0028230								UMAG_03707-t26_1-p1	
OG0028231								UMAG_03713-t26_1-p1	
OG0028232								UMAG_03730-t26_1-p1	
OG0028233								UMAG_03743-t26_1-p1	
OG0028234								UMAG_03744-t26_1-p1	
OG0028235								UMAG_03745-t26_1-p1	
OG0028236								UMAG_03746-t26_1-p1	
OG0028237								UMAG_03747-t26_1-p1	
OG0028238								UMAG_03748-t26_1-p1	
OG0028239								UMAG_03749-t26_1-p1	
OG0028240								UMAG_03750-t26_1-p1	
OG0028241								UMAG_03751-t26_1-p1	
OG0028242								UMAG_03752-t26_1-p1	
OG0028243								UMAG_03753-t26_1-p1	
OG0028244								UMAG_03757-t26_1-p1	
OG0028245								UMAG_03764-t26_1-p1	
OG0028246								UMAG_03776-t26_1-p1	
OG0028247								UMAG_03782-t26_1-p1	
OG0028248								UMAG_03789-t26_1-p1	
OG0028249								UMAG_03797-t26_1-p1	
OG0028250								UMAG_03806-t26_1-p1	
OG0028251								UMAG_03807-t26_1-p1	
OG0028252								UMAG_03808-t26_1-p1	
OG0028253								UMAG_03810-t26_1-p1	
OG0028254								UMAG_03817-t26_1-p1	
OG0028255								UMAG_03821-t26_1-p1	
OG0028256								UMAG_03822-t26_1-p1	
OG0028257								UMAG_03823-t26_1-p1	
OG0028258								UMAG_03828-t26_1-p1	
OG0028259								UMAG_03829-t26_1-p1	
OG0028260								UMAG_03860-t26_1-p1	
OG0028261								UMAG_03861-t26_1-p1	
OG0028262								UMAG_10476-t26_1-p1	
OG0028263								UMAG_10485-t26_1-p1	
OG0028264								UMAG_10486-t26_1-p1	
OG0028265								UMAG_10490-t26_1-p1	
OG0028266								UMAG_10491-t26_1-p1	
OG0028267								UMAG_10492-t26_1-p1	
OG0028268								UMAG_10495-t26_1-p1	
OG0028269								UMAG_10498-t26_1-p1	
OG0028270								UMAG_11109-t26_1-p1	
OG0028271								UMAG_11961-t26_1-p1	
OG0028272								UMAG_15081-t26_1-p1	
OG0028273								UMAG_15083-t26_1-p1	
OG0028274								UMAG_03877-t26_1-p1	
OG0028275								UMAG_03890-t26_1-p1	
OG0028276								UMAG_03901-t26_1-p1	
OG0028277								UMAG_03909-t26_1-p1	
OG0028278								UMAG_03923-t26_1-p1	
OG0028279								UMAG_03924-t26_1-p1	
OG0028280								UMAG_03932-t26_1-p1	
OG0028281								UMAG_03946-t26_1-p1	
OG0028282								UMAG_03948-t26_1-p1	
OG0028283								UMAG_03960-t26_1-p1	
OG0028284								UMAG_03966-t26_1-p1	
OG0028285								UMAG_03970-t26_1-p1	
OG0028286								UMAG_03978-t26_1-p1	
OG0028287								UMAG_03982-t26_1-p1	
OG0028288								UMAG_03986-t26_1-p1	
OG0028289								UMAG_03990-t26_1-p1	
OG0028290								UMAG_03991-t26_1-p1	
OG0028291								UMAG_04014-t26_1-p1	
OG0028292								UMAG_04014-t26_2-p1	
OG0028293								UMAG_04019-t26_1-p1	
OG0028294								UMAG_04027-t26_1-p1	
OG0028295								UMAG_04033-t26_1-p1	
OG0028296								UMAG_04034-t26_1-p1	
OG0028297								UMAG_04035-t26_1-p1	
OG0028298								UMAG_04038-t26_1-p1	
OG0028299								UMAG_04039-t26_1-p1	
OG0028300								UMAG_04040-t26_1-p1	
OG0028301								UMAG_04065-t26_1-p1	
OG0028302								UMAG_04079-t26_1-p1	
OG0028303								UMAG_04082-t26_1-p1	
OG0028304								UMAG_04084-t26_1-p1	
OG0028305								UMAG_04086-t26_1-p1	
OG0028306								UMAG_04087-t26_1-p1	
OG0028307								UMAG_04092-t26_1-p1	
OG0028308								UMAG_11046-t26_1-p1	
OG0028309								UMAG_11058-t26_1-p1	
OG0028310								UMAG_11059-t26_1-p1	
OG0028311								UMAG_11060-t26_1-p1	
OG0028312								UMAG_11061-t26_1-p1	
OG0028313								UMAG_11062-t26_1-p1	
OG0028314								UMAG_11515-t26_1-p1	
OG0028315								UMAG_11522-t26_1-p1	
OG0028316								UMAG_11524-t26_1-p1	
OG0028317								UMAG_11530-t26_1-p1	
OG0028318								UMAG_11739-t26_1-p1	
OG0028319								UMAG_11742-t26_1-p1	
OG0028320								UMAG_12248-t26_1-p1	
OG0028321								UMAG_12249-t26_1-p1	
OG0028322								UMAG_04096-t26_1-p1	
OG0028323								UMAG_04100-t26_1-p1	
OG0028324								UMAG_04104-t26_1-p1	
OG0028325								UMAG_04119-t26_1-p1	
OG0028326								UMAG_04120-t26_1-p1	
OG0028327								UMAG_04130-t26_1-p1	
OG0028328								UMAG_04135-t26_1-p1	
OG0028329								UMAG_04145-t26_1-p1	
OG0028330								UMAG_04160-t26_1-p1	
OG0028331								UMAG_04163-t26_1-p1	
OG0028332								UMAG_04172-t26_1-p1	
OG0028333								UMAG_04181-t26_1-p1	
OG0028334								UMAG_04185-t26_1-p1	
OG0028335								UMAG_04205-t26_1-p1	
OG0028336								UMAG_04211-t26_1-p1	
OG0028337								UMAG_04212-t26_1-p1	
OG0028338								UMAG_04227-t26_1-p1	
OG0028339								UMAG_04241-t26_1-p1	
OG0028340								UMAG_04248-t26_1-p1	
OG0028341								UMAG_04271-t26_1-p1	
OG0028342								UMAG_04283-t26_1-p1	
OG0028343								UMAG_04286-t26_1-p1	
OG0028344								UMAG_04307-t26_1-p1	
OG0028345								UMAG_10413-t26_1-p1	
OG0028346								UMAG_10418-t26_1-p1	
OG0028347								UMAG_10422-t26_1-p1	
OG0028348								UMAG_10423-t26_1-p1	
OG0028349								UMAG_10436-t26_1-p1	
OG0028350								UMAG_10885-t26_1-p1	
OG0028351								UMAG_10886-t26_1-p1	
OG0028352								UMAG_10888-t26_1-p1	
OG0028353								UMAG_11116-t26_1-p1	
OG0028354								UMAG_11117-t26_1-p1	
OG0028355								UMAG_11131-t26_1-p1	
OG0028356								UMAG_12253-t26_1-p1	
OG0028357								UMAG_12256-t26_1-p1	
OG0028358								UMAG_12257-t26_1-p1	
OG0028359								UMAG_12258-t26_1-p1	
OG0028360								UMAG_12350-t26_1-p1	
OG0028361								UMAG_04490-t26_1-p1	
OG0028362								UMAG_04498-t26_1-p1	
OG0028363								UMAG_04506-t26_1-p1	
OG0028364								UMAG_04510-t26_1-p1	
OG0028365								UMAG_04517-t26_1-p1	
OG0028366								UMAG_04526-t26_1-p1	
OG0028367								UMAG_04528-t26_1-p1	
OG0028368								UMAG_04537-t26_1-p1	
OG0028369								UMAG_04538-t26_1-p1	
OG0028370								UMAG_04544-t26_1-p1	
